model,price,depreciation,mileage,eng_cap,power,reg_date,coe_left,no_of_owner,omv,arf,accessories,model_make_id,model_name,model_trim,model_year,model_body,model_engine_cyl,model_engine_fuel,model_drive,model_transmission_type,model_seats,model_weight_kg,model_fuel_cap_l
Mercedes-Benz B-Class B180 ,64800,12950,109000,1595,90,23-Apr-14,5,2,24674,16544,"Sports rims, multi function steering, paddle shifters, front electric seats, informant display screen.",,,,,,,,,,,,
Mercedes-Benz C-Class C200 Coupe Mild Hybrid AMG Line,154500,23630,65000,1497,145,15-Jul-19,5.31,2,47025,57835,"Factory fitted audio system, Apple CarPlay and Android Auto, digital instrument panel, ambient lights. Drive select model, 2x electric memory seats.",Mercedes-Benz,C-Class,C250 2dr Coupe (1.8L 4cyl Turbo 7A),2019,Compact Cars,4,Premium Unleaded (Required),Rear Wheel Drive,Automatic,,,17
Aston Martin DB11 V12 5.2A,489000,92980,26505,5204,447,1-Jul-17,3.27,2,220636,369145,"Custom blue painted trims, option white contrast stitching, 360 camera, navigation, B&O sound system, Alcantara roof lining, adaptive suspension.",,,,,,,,,,,,
Audi A3 Sedan 1.0A TFSI S-tronic,94800,15710,51228,999,85,20-Jun-19,5.24,2,23359,24703,"LED Auto Headlights & DRL, Auto Fold Mirrors/wipers, Keyless Entry & Engine Start/stop, Rear Aircon, Electric Driver Seat, Reverse Sensors With Camera",Audi,A3,1.8 TFSI Premium 2dr Convertible (1.8L 4cyl Turbo 6AM),2019,Compact Cars,4,Premium Unleaded (Recommended),Front Wheel Driv,Automated Manual,,,13
Honda Fit 1.3A GF,62800,14600,64935,1317,73,9-May-18,4.04,1,14792,5000,"Recording camera, leather upholstery, sports rims. Bluetooth touchscreen audio system. Digital aircon.",Honda,Fit,EX 4dr Hatchback (1.5L 4cyl 6M),2018,Small Station Wagons,4,Regular Unleaded,Front Wheel Driv,Manual,,2573,11
Volvo V40 T4 Momentum,97999,16330,69500,1969,140,28-Jun-19,5.26,1,22799,23919,"Auto LED Lights With DRL, Auto Mirrors/wipers, Keyless Entry And Engine Start/stop, Driver's Electric Seat, Whips, Sips, Idis, Hill Start Assist, Etc.",,,,,,,,,,,,
Kia Cerato 1.6A LX,89999,13190,45000,1591,93,27-Jul-20,6.34,2,12486,12486,"Perfect paintwork and condition, 100% accident free, full loan available, high trade in value, lowest interest rate! Call us for a viewing appointment today! Welcome for any workshop or STA evaluation for an ease of mind!",,,,,,,,,,,,
Mercedes-Benz C-Class C180 Mild Hybrid AMG Line,219800,22850,32000,1496,140,14-Oct-22,8.56,1,40062,48087,"18""AMG 5 spoke light alloy wheels. Latest MBUX system with 11.9"" touchscreen display. Multi function steering, paddle shifters, memory seats. Keyless.",Mercedes-Benz,C-Class,C250 2dr Coupe (1.8L 4cyl Turbo 7A),2022,Compact Cars,4,Premium Unleaded (Required),Rear Wheel Drive,Automatic,,,17
Hyundai Elantra 1.6A GLS S,71800,14090,79105,1591,93,13-Nov-18,4.64,2,12628,12628,"Electrical Leather Seats, 16"" Sports Rims, Reverse Sensors/camera, Fog Lamps, Electric Park Brake, Integrated Touch Screen Infotainment.",Hyundai,Elantra,Limited 4dr Sedan (1.8L 4cyl 6A),2018,Midsize Cars,4,Regular Unleaded,Front Wheel Driv,Automatic,,2818,13
Mercedes-Benz E-Class E53 Coupe Mild Hybrid AMG 4MATIC+,277800,36610,62000,2999,336,26-Sep-19,5.51,3,99884,151792,"Factory Fitted Audio System, Bluetooth, Navigation, Dual Electric Memory Seats, Burmester Sound System, AMG Rims, Reverse Sensors/camera, Sunroof",Mercedes-Benz,E-Class,E250 Luxury BlueTEC 4dr Sedan (2.1L 4cyl Turbodiesel 7A),2019,Midsize Cars,4,Diesel,Rear Wheel Drive,Automatic,,,
Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,95800,17900,73988,1496,101,15-Jan-19,4.81,3,26503,19105,"Sport Rims, Pioneer DVD Player With BT/reverse Camera, Multi Function Steering Wheel With Cruise Control, Dual Auto Sliding Door.",,,,,,,,,,,,
Rolls-Royce Cullinan 6.75A,1330000,154230,23400,6749,420,30-Jul-21,7.35,3,232738,390929,"22"" polished twin spoke rims. Multi function steering wheel. Automatic door close. Sunroof. Enhanced clock face. Bespoke audio system. Heads up displa",,,,,,,,,,,,
Volkswagen Golf 1.4A TSI ,63800,12750,105000,1395,90,22-Apr-15,5,1,19256,5000,Powerful turbocharged engine paired with 7 speed DSG gearbox. Original stock unit.,Volkswagen,Golf,2dr Hatchback (1.8L 4cyl Turbo 5M),2015,Compact Cars,4,Premium Unleaded (Recommended),Front Wheel Driv,Manual,,1246,55
Mercedes-Benz GLB-Class GLB200 Sport,185800,21990,24325,1332,120,29-Oct-21,7.6,2,32232,37125,"18"" rims, keyless start/stop, LED DRL & tail lamps, dual climatic aircon with rear aircon, reverse cam, front and rear sensors, tyre pressure monitor.",,,,,,,,,,,,
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,95800,17410,74100,1591,130,17-Jan-19,4.82,1,22556,23579,"Electronic leather seats, Apple CarPlay, electric tailgate, multi function steering control, keyless entry, reverse camera.",Hyundai,Tucson,GLS 4dr SUV (2.0L 4cyl 6A),2019,Sport Utility Vehicles,4,Regular Unleaded,Front Wheel Driv,Automatic,,3232,15
Mercedes-Benz S-Class S300L Sunroof ,95688,13130,140000,2997,170,6-Jul-11,7.29,5,88174,88174,"18'' sports rims., suction doors, cruise control, paddle shifters. Reverse sensors/camera, Sunroof, tailgate, electric seats.",,,,,,,,,,,,
Toyota Sienta 1.5A X,45800,16060,60000,1496,80,26-Oct-16,2.59,1,18262,8262,"Sports rims, push start, leather seats, touchscreen DVD system, power sliding door, auto headlights.",,,,,,,,,,,,
Audi Q5 2.0A TFSI Quattro,72800,19570,139000,1984,132,28-Oct-16,2.6,2,37038,43854,"Sports rims, keyless entry/start, electric memory seats/tailgate, reverse sensors, cruise control, Audi MMI navi with BT, front & rear recording cam.",Audi,Q5,2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),2016,Sport Utility Vehicles,4,Premium Unleaded (Required),All Wheel Drive,Automatic,,4079,19
Toyota Camry 2.4A G ,57800,11880,161281,2362,123,23-Feb-09,4.86,2,28332,28332,"New leather seats, nice dashboard conditions, sport rims, factory fitted audio system, reverse sensors and etc.",toyota,Camry,Hybrid,2009,Sedan,4,Gasoline / Electric Hybrid,Front,Manual,5,1384,65
Honda Fit Shuttle 1.5A ,60000,11990,138000,1496,88,1-Jul-14,5,1,17379,7379,"Sports rims, in car camera, reverse camera.",,,,,,,,,,,,
Mazda 2 HB 1.5A,47800,13460,65882,1496,85,28-Jun-17,3.26,1,17718,7718,"Leather Seat, Sports Rim, Infotainment Unit/bt/navi/rev Cam/sensor, Sport Mode, Auto Folding Mirror, Auto Climate Aircon, Knockdown Rear Seat.",,,,,,,,,,,,
Volkswagen Tiguan 2.0A TSI Sunroof ,78800,12900,141061,1984,147,11-May-10,6.02,1,31689,31689,"Volkswagen audio system, spacious interior, multifunction steering wheel, knockdown rear seats and rear climate controls. Full Moonroof!",volkswagen,Tiguan,S,2010,SUV,4,Gasoline,Front,Manual,5,1557,64
Porsche Macan S 3.0A PDK,253800,37210,45000,2995,260,23-Aug-19,5.42,1,73390,104102,"Agent unit with warranty, a car driven by 1 careful owner. Macan S3.0 V6 twin turbo is a unit that have zip like a bullet on the street. Its branding & compact size make it easy to park. Viewing by appointment.",Porsche,Macan,S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),2019,Sport Utility Vehicles,6,Premium Unleaded (Required),All Wheel Drive,Automated Manual,,4112,20
BMW 2 Series 218i Active Tourer,89800,17770,75000,1499,100,24-Apr-18,4,3,30155,34217,"Sport rims, leather seat, reverse camera, electric memory seats. multi function steering wheel control, auto headlight and wiper. multi driving mode.",,,,,,,,,,,,
Mercedes-Benz E-Class E200 Exclusive,141777,22010,85000,1991,135,12-Dec-18,4.72,2,57519,75535,"Full screen cockpit cluster, NAVI, multi steer steering wheel, reverse camera, keyless go, Bluetooth!",Mercedes-Benz,E-Class,E250 Luxury BlueTEC 4dr Sedan (2.1L 4cyl Turbodiesel 7A),2018,Midsize Cars,4,Diesel,Rear Wheel Drive,Automatic,,,
Volkswagen Touran Diesel 1.6A TDI Comfortline,63800,17340,71000,1598,85,21-Apr-17,3.08,3,27737,20832,"Leather seats, sports rims, factory fitted audio system, reverse camera/sensors, fog lights, Panoramic roof, solar film, roof rails, rear aircon.",,,,,,,,,,,,
Honda HR-V 1.5A LX,37888,13960,82150,1497,88,22-Jan-16,0.83,2,23228,24520,"Factory fitted audio, Bluetooth, LED headlights, folding side mirrors, multi function steering wheels, knockdown rear seats, reverse camera.",,,,,,,,,,,,
Lexus SC430 ,68888,13700,128269,4293,210,8-Apr-09,5.02,4,63440,63440,"Parking sensors with reverse cam, electric seat, electric folding side mirrors, cruise control, factory fitted sound system. Navi, sports rims.",,,,,,,,,,,,
Volkswagen Golf 1.4A TSI Sunroof ,56800,14700,44000,1395,103,30-Mar-13,3.86,3,29091,14091,"Forged Gearbox/Engine, ABT exhaust with cert, AP Racing 6 brakes, Bilstein suspension,18' Vossen sports rims, carbon Revo Carbon bonnet & etc.",volkswagen,Golf,2.5L 2-Door,2013,Hatchback,5,Gasoline,Front,5-speed manual,5,1376,55
Nissan Qashqai 1.2A DIG-T,46800,14070,113000,1197,85,23-Jan-17,2.83,1,18725,13725,"Sports Rims, Touch Screen Audio System With Navi, Bt Interface, Front Rear Recording Camera, Retractable Wing Mirrors, Fog Light, Reverse Camera. Eco.",,,,,,,,,,,,
Audi R8 4.2A FSI Quattro R-tronic ,228800,29410,64000,4163,316,25-Apr-12,7.77,3,148115,148115,"Multi function steering wheel with paddle shifters. Auto headlights, electric leather seat. Reverse sensors. 20"" BBS sports rims.",audi,R8,4.2 Quattro,2012,Coupe,8,Gasoline - Premium,AWD,6-speed manual,2,1635,90
Volkswagen Beetle 1.2A TSI Sunroof,81800,16200,53000,1197,77,28-Aug-18,4.43,3,19857,19857,"18"" rims, auto headlights, LED DRL, reverse sensors, oil temperature, timer and turbo pressure meters, electric retractable side mirrors.",Volkswagen,Beetle,1.8T 2dr Hatchback (1.8L 4cyl Turbo 5M),2018,Compact Cars,4,Regular Unleaded,Front Wheel Driv,Manual,,2948,15
Hyundai Avante 1.6A GLS,78800,13530,51400,1591,93,31-Jul-19,5.36,1,12584,12584,Stock condition.,,,,,,,,,,,,
Volkswagen Polo GP 1.2A TSI Sunroof,28800,14930,118000,1197,66,27-Nov-15,0.68,1,17385,7385,"Sports Rims, Reverse Sensor, Fog Lamp, Factory Fitted Audio System, Leather Seats, Knockdown Rear Seats, Side Mirror With Indicators, Solar Film.",,,,,,,,,,,,
Audi A3 Sedan 1.0A TFSI S-tronic,118800,15940,25000,999,85,15-Dec-20,6.73,1,22084,22918,"RS3 bodykit, 18"" RS rims, legal exhaust with cert, ambience lighting, Audi MMI audio system, driver's electric seat, reverse camera, parking sensors.",Audi,A3,1.8 TFSI Premium 2dr Convertible (1.8L 4cyl Turbo 6AM),2020,Compact Cars,4,Premium Unleaded (Recommended),Front Wheel Driv,Automated Manual,,,13
BMW 3 Series 318i Highline Sport,167800,19260,42000,1998,115,17-Aug-21,7.4,2,41714,50400,"Wireless Apple CarPlay/ Android Auto, BMW apps car unlock, key card, adaptive LED headlight, Bluetooth, driver memory seat.",,,,,,,,,,,,
Lexus RX Turbo RX200t Luxury Sunroof,139800,27380,100238,1998,175,29-Dec-17,3.77,3,56222,73200,"20"" sports rims, premium GPS/Bluetooth/audio sound system with 10 speakers, 2 x electric memory leather seats, cruise control, auto climatic aircon.",,,,,,,,,,,,
Mercedes-Benz S-Class S500L Mild Hybrid AMG Line 4MATIC Premium Executive,442800,43370,38000,2999,336,13-May-22,8.05,2,115041,179074,"AMG line package, 64 ambient lighting, panoramic sunroof, sports rims, electronic memory seats, burmester sound system, airmatic, LED display",Mercedes-Benz,S-Class,S550 4dr Sedan (4.7L 8cyl Turbo 7A),2022,Large Cars,8,Premium Unleaded (Required),Rear Wheel Drive,Automatic,,4630,21
Audi A3 Sedan Mild Hybrid 1.5A TFSI S-tronic,145800,19040,26000,1498,110,25-Jun-21,7.26,1,27236,15131,Factory Audi 10.1 Inch MMI Infotainment System With Wireless Apple CarPlay. Keyless Entry & Start. Electric Seats. Auto Brake Hold. Digital Cockpit.,Audi,A3,1.8 TFSI Premium 2dr Convertible (1.8L 4cyl Turbo 6AM),2021,Compact Cars,4,Premium Unleaded (Recommended),Front Wheel Driv,Automated Manual,,,13
BMW 5 Series 530i Luxury,104800,23960,92987,1998,185,28-Apr-17,3.01,1,49363,61109,"Sports rims, leather seats, navigation and Bluetooth, advance key, wireless charging, auto tailgate, ambient lights.",,,,,,,,,,,,
Mazda 3 1.5A Sunroof,41800,13210,128000,1496,88,6-Dec-16,2.7,2,17063,12063,"Leather Seats, Sports Rims, Factory Fitted Audio System With BT Connect, Reverse Sensors, Knockdown Rear Seats, Retractable Side Mirror",,,,,,,,,,,,
Rolls-Royce Phantom Drophead Convertible ,839000,211200,39800,6749,338,12-Mar-08,3.97,4,520419,520419,"21""RR Signature Chrome Rims. Multi-Function Steering Wheel. Wooden Interior Trim Design. RR Monogram Headrests. Reverse Camera. Navigation System.",rolls-royce,Phantom,,2008,Sedan,12,Gasoline,Rear,Manual,5,2495,100
Bentley Mulsanne S 6.75A ,449000,66220,52500,6752,377,28-Oct-11,6.77,6,377727,377727,"21"" Bentley chrome rims. Multi function steering wheel. Keyless system. Cruise control. Navigation system. Bluetooth interface. Reverse camera.",bentley,Mulsanne,,2011,Sedan,8,Gasoline - Premium,Rear,Automatic,5,2585,96
Ferrari 812 Superfast,1558000,165130,1688,6496,585,7-Aug-21,7.37,1,392968,679343,"CF racing seats, carbon LED zone, HELE, 20"" forged wheels, red rev counter, ""Scuderia Ferrari"" shields, cf parts inside out, parking camera.",,,,,,,,,,,,
Ferrari F430 F1 Spider ,299000,58520,34400,4308,357,13-Jul-09,5.02,5,295263,295263,"19"" Sports Rims, Carbon Ceramic Brake, Freshly Recoated Paint, Carbon Fibre Interior Trims, Paddle Shifter, Convertible Soft Top.",ferrari,F430,,2009,Coupe,8,Gasoline - Premium,Rear,Manual,2,1525,95
Toyota Wish 1.8A,36888,15540,139168,1798,105,15-Dec-15,0.73,1,19953,19953,"Leather seats, sports rims, upgraded Pioneer system, reverse camera/sensors, auto retractable side mirror, eco mode, keyless entry. Push start",,,,,,,,,,,,
Porsche Macan 2.0A PDK,123000,34440,104000,1984,185,27-Jul-16,2.34,2,62469,84445,"Keyless start/entry. 2 electric seats, reverse camera, classy mocha brown dark leather interior, elegant black beauty. 21 inch BC forged rims.",Porsche,Macan,S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),2016,Sport Utility Vehicles,6,Premium Unleaded (Required),All Wheel Drive,Automated Manual,,4112,20
Hyundai Veloster 1.6A GDi Turbo Sunroof ,135800,14900,137300,1591,137,1-Aug-13,9.02,3,17600,17600,"Paddle shifter, new paint work done! Sport rim! Leather seats, automatic sunroof, reverse camera/sensor, multi function steering, keyless entry.",hyundai,Veloster,Turbo,2013,Coupe,4,Gasoline,Front,6-speed manual,5,1255,50
Lexus RX270 ,109800,14420,158000,2672,138,13-Feb-12,7.61,3,45912,45912,"New leather seats less than 2 years old memory seats, keyless entry. Rear aircon for rear passengers.",,,,,,,,,,,,
Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,69800,18140,161000,1595,90,14-Mar-17,2.97,3,31899,31659,"Black leather interior for fuss free Maintenance, 18 inch sporty rims, electric memory seats, electric tailgate, beautiful daytime running lights.",Mercedes-Benz,CLA-Class,CLA250 4dr Sedan (2.0L 4cyl Turbo 7AM),2017,Compact Cars,4,Premium Unleaded (Recommended),Front Wheel Driv,Automated Manual,,3274,13
Nissan Sylphy 1.6A Premium Signature Series,30500,13460,88000,1598,85,17-Nov-15,0.65,1,16439,16439,"Signature Series full bodykit, multi-function controls on steering, leather upholstery, parking sensors with reverse camera, rear aircon, etc.",,,,,,,,,,,,
Honda Jazz 1.3A,70800,13350,76388,1318,73,23-Apr-19,5,1,15738,5738,Fully Original. In-Dash Audio System With Bluetooth. Reverse Cam & Sensors. Sports Rims. Leather Seats. Solar Films. Window Visors. & More!,,,,,,,,,,,,
Land Rover Range Rover Evoque 2.0A 5DR Sunroof ,142800,15530,111000,1999,177,12-Jun-13,9.19,3,57988,76379,"Auto headlights, multi function steering wheel, paddle shifters, keyless, electronic tailgate, meridian speakers, sport rims, electric seats.",,,,,,,,,,,,
Porsche Cayenne 3.2A ,49900,23000,59000,3189,184,24-May-06,2.17,3,74302,81733,"Sports rims, electric memory seats, front and rear parking sensors. 4WD, xenon lights, auto wipers, dual zone auto climate control.",porsche,Cayenne,,2006,SUV,6,Gasoline - Premium,4WD,Manual,5,2160,100
Mitsubishi Evolution 9 GT ,130800,57520,120000,1997,206,5-Jul-06,2.27,6,36437,40081,"Black limited edition TE37 Rims, brand new 6/4 Endless BBK, brand new Momo steering wheel, brand new Recaro RSG full bucket seat and many more!",,,,,,,,,,,,
Ssangyong Tivoli Diesel 1.6A,52800,14000,89000,1597,84,5-Apr-17,3.04,2,20436,20611,"16"" sport rims, leather seat, upgraded Android headunit, auto retractable side mirrors, knockdown rear seats, fog lights.",,,,,,,,,,,,
Porsche Cayenne Diesel 3.0A Tip,138800,39560,65000,2967,193,26-Feb-16,0.92,2,84866,124759,"Electric seat and tail gate, front and back camera/sensor, cruise control, Bluetooth.",Porsche,Cayenne,Diesel 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2016,Sport Utility Vehicles,6,Diesel,All Wheel Drive,Automatic,,4652,26
Nissan Teana 2.0A XL,50200,14340,101000,1997,100,15-Oct-16,2.56,2,24910,26874,Premium Leather Seats. Electric Seats. Cruise Control. Rear Aircon. Sports Rims. Multi Function Steering Wheel.,,,,,,,,,,,,
Toyota Corolla Altis 1.6A Elegance,67800,14960,104000,1598,96,3-Jan-18,3.78,2,21690,22366,Keyless entry. Push start/stop. Reverse camera. Factory fitted audio player. Multi steering function. LED head lamps with day lights.,Toyota,Corolla,L 4dr Sedan (1.8L 4cyl 4A),2018,Midsize Cars,4,Regular Unleaded,Front Wheel Driv,Automatic,,2820,13
Mercedes-Benz C-Class C180 Avantgarde,159777,19590,81000,1497,115,22-Apr-21,7.08,1,35735,42029,"17"" sports rims, factory CarPlay/Bluetooth/audio sound system, 2 x electric memory seats, front and rear parking sensors, reverse camera.",Mercedes-Benz,C-Class,C250 2dr Coupe (1.8L 4cyl Turbo 7A),2021,Compact Cars,4,Premium Unleaded (Required),Rear Wheel Drive,Automatic,,,17
Subaru Impreza 4D 1.6i-S,56800,14930,101000,1600,84,28-Jul-17,3.35,1,13646,13646,Park assist with reverse camera. Bluetooth connect. Electric seats. Sunroof. Cruise control. Hill descent control. Blind spot alert and much more.,Subaru,Impreza,2.0i Limited PZEV 4dr Hatchback AWD (2.0L 4cyl CVT),2017,Small Station Wagons,4,Regular Unleaded,All Wheel Drive,Automatic,,3109,15
Honda Jazz 1.5A L ,54800,11670,147280,1497,88,21-Feb-09,4.69,4,23205,23205,"Stock condition with aftermarket rims, leather seats, Skyroof, Android player, reverse camera and sensors, etc.",honda,Jazz,1.2 i-Vtec,2009,Hatchback,4,Gasoline - Premium,Front,Manual,5,1047,42
Mercedes-Benz SL-Class SL350 ,205000,24260,61300,3498,225,9-Oct-12,8.44,3,126790,126790,"Multi function steering wheel, electric memory seats, Bluetooth audio, reverse camera, original paintwork, well maintained full red leather interior.",,,,,,,,,,,,
Mercedes-Benz C-Class C180 Avantgarde ,139500,13940,119500,1595,115,30-Oct-14,10,1,32856,27999,"Factory-fitted audio system, media/Bluetooth interface, Parking assistance, Parktronic, reverse camera, electric tailgate.",Mercedes-Benz,C-Class,C250 2dr Coupe (1.8L 4cyl Turbo 7A),2014,Compact Cars,4,Premium Unleaded (Required),Rear Wheel Drive,Automatic,,1605,66
Toyota Harrier Turbo 2.0A G Panoramic Roof,92800,19790,113000,1998,170,8-Dec-17,3.71,2,33308,38632,Driver Side Electronic Seat. Rear Parking Camera & Sensor. Auto Retractable Side Mirrors. Multizone/ Rear Aircon. Keyless Entry/start. Auto Tailgate,,,,,,,,,,,,
Mazda 6 2.5A Sunroof,53800,13750,128000,2488,141,30-Dec-16,2.77,3,28092,31329,"Leather upholstery, electric seat, reverse camera/ sensor, front and rear dash camera, HUD.",,,,,,,,,,,,
Ford Focus Titanium 1.6A,36988,13820,113000,1596,92,15-Apr-16,2.06,1,16946,16946,Ford Factory Specifications!,Ford,Focus,Electric 4dr Hatchback (electric DD),2016,Compact Cars,0,Electric,Front Wheel Driv,Direct Drive,,3640,
Subaru Forester 2.0i-L Sunroof,44800,14680,123434,1995,110,21-Sep-16,2.5,1,16215,16215,"Dual electric leather seats, Sunroof, multi function steering, front/rear/reverse camera and sensors, fog lights, factory fitted audio system",Subaru,Forester,2.0XT Premium 4dr SUV AWD (2.0L 4cyl Turbo CVT),2016,Sport Utility Vehicles,4,Premium Unleaded (Required),All Wheel Drive,Automatic,,3624,16
Mercedes-Benz CLA-Class CLA180,65588,19990,79000,1595,90,8-Nov-16,2.63,2,27886,26041,"Keyless start/stop. Auto headlights with DRL. Remote boot release. 18"" sports-rims. Electric seats. Reverse camera & sensors. Front & back dashcam.",Mercedes-Benz,CLA-Class,CLA250 4dr Sedan (2.0L 4cyl Turbo 7AM),2016,Compact Cars,4,Premium Unleaded (Recommended),Front Wheel Driv,Automated Manual,,3274,13
Kia Sportage 2.0A GT Line,68800,14950,81491,1999,114,27-Nov-17,3.68,1,25340,27476,Selling Very Cheap! Super Cheap. New Arrival! Lowest In The Market Confirmed! 1 Owner. Beautiful White Color. So Low Price Yet Probably Best Condition Around. Must View! High Loan Avail & High Trade-In. Contact Us To Arrange For Viewing Today!,Kia,Sportage,EX 4dr SUV (2.4L 4cyl 6A),2017,Sport Utility Vehicles,4,Regular Unleaded,Front Wheel Driv,Automatic,,,
BMW X1 sDrive18i xLine,169888,17840,25000,1499,100,31-May-22,8.19,2,39563,47389,"iDrive, Bluetooth, auto front seats with driver memory, front & back PDC with rear view camera, park assistant, contactless boot open/close, 17"" rims.",BMW,X1,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),2022,Sport Utility Vehicles,4,Premium Unleaded (Required),Rear Wheel Drive,Automatic,,3527,17
Maserati Quattroporte 4.2A ,159800,20990,166000,4244,295,23-Nov-11,7.61,5,105561,105561,"New interior leather seats, new exterior paint, multi function steering, paddle shift, memory seats and rear roller blinds.",maserati,Quattroporte,,2011,Sedan,8,Gasoline,Rear,Automatic,5,1991,90
Mercedes-Benz GLC-Class GLC250 4MATIC,118800,24450,90000,1991,155,29-Dec-17,3.77,4,43730,53222,Keyless entry/start/stop. Electric tailgate with kick open/close. Sunroof edition. Reverse cam. Dual electric memory seats. Auto headlamp with DRL.,,,,,,,,,,,,
Maserati Ghibli 3.0A V6 GranSport,197800,31800,97000,2979,257,23-Aug-18,4.42,1,79112,114402,"Electric memory seats, multifunction steering wheel control, Maserati infotainment with navigation, all round sensors with reverse camera.",Maserati,Ghibli,4dr Sedan (3.0L 6cyl Turbo 8A),2018,Large Cars,6,Premium Unleaded (Required),Rear Wheel Drive,Automatic,,3992,21
Infiniti QX30 2.0A GT Premium,99800,15700,45500,1991,155,21-Mar-19,4.99,2,36191,42668,"Multi Function Steering Wheel, Keyless Entry And Auto Start Stop Engine, Multi Zone Aircon, Bluetooth, Navigation System, Reverse Camera.",,,,,,,,,,,,
BMW 1 Series 116d,45800,14760,129237,1496,85,30-Nov-16,2.69,4,25133,12187,2016 BMW. Well kept. Nice color. 100% loan welcomed. Provide 12 months/20000km warranty coverage period from the date purchased by think One Autocare.,,,,,,,,,,,,
Honda Odyssey 2.4A EX-S,58800,19180,174297,2356,129,28-Jun-16,2.26,2,27643,30701,"Twin auto sliding doors, cruise control, touchscreen audio, climatic aircon, reverse camera and sensor, side mirror indicator.",Honda,Odyssey,EX 4dr Minivan (3.5L 6cyl 6A),2016,Minivan,6,Regular Unleaded,Front Wheel Driv,Automatic,,4470,21
Toyota Granace Diesel 2.8A Premium 6-Seater,274800,30120,9400,2754,130,28-Sep-21,7.51,2,69217,96591,"Toyota safety sense, digital rear mirror. Keyless entry. Two auto sliding door.",,,,,,,,,,,,
Mercedes-Benz C-Class C200 Mild Hybrid AMG Line,249800,25740,4600,1496,165,28-Jul-22,8.35,1,54190,69542,"11.9"" MBUX touch display. Dual elec/mem seats. Apple/Android. Ambient light. Blind spot monitor. Active park assist w/ 360 cam/sensor. Keyless go.",Mercedes-Benz,C-Class,C250 2dr Coupe (1.8L 4cyl Turbo 7A),2022,Compact Cars,4,Premium Unleaded (Required),Rear Wheel Drive,Automatic,,,17
Volkswagen Passat 1.8A TFSI Sunroof,49800,15680,43141,1798,132,31-May-16,2.19,1,31400,30960,"Keyless entry, sunroof,memory seats, navigation system with 8"" touch screen display.Built-In Apple/Android Carplay.Reverse Camera/Sensors. Solar Film.",Volkswagen,Passat,S 4dr Sedan (1.8L 4cyl Turbo 5M),2016,Midsize Cars,4,Regular Unleaded,Front Wheel Driv,Manual,,3172,19
Hyundai Elantra 1.6A GLS S,56300,13940,97000,1591,93,31-Oct-17,3.61,2,12032,12032,"Keyless entry, navigation, integrated touch screen infotainment, reverse sensors, fog lamps, knockdown seats, auto head lights/LED DRL fog light.",Hyundai,Elantra,Limited 4dr Sedan (1.8L 4cyl 6A),2017,Midsize Cars,4,Regular Unleaded,Front Wheel Driv,Automatic,,2818,13
Honda Jazz 1.3A ,52800,11810,106000,1339,60,10-Sep-08,4.47,3,13885,13885,"Leather upholstery, sports rims, paddle shifters, electrical retractable side mirrors, reverse sensors/camera and 3M solar film.",honda,Jazz,1.2,2008,Hatchback,4,Gasoline - Premium,Front,Manual,5,1074,42
BMW Z4 sDrive20i Roadster ,145800,15710,102500,1997,135,11-Jul-13,9.27,2,45617,50864,"Multi functions steering with paddle shifters. Keyless entry. Reverse sensors. Leather upholstery. 19"" Breyton sports rims. Hard top convertible.",,,,,,,,,,,,
Lexus ES250 Luxury Sunroof,146800,22640,70000,2487,152,29-May-19,5.18,2,47664,58730,"Multi functions steering. 18"" Lexus Wheels. Reverse camera and sensors. Panoramic Glass Roof. Ventilated seats. Navigation. Front and rear dashcam.",,,,,,,,,,,,
Jaguar XE 2.0A Prestige,59800,15830,84003,1999,147,28-Mar-16,2.01,2,45610,55854,Multi control steering wheel. Keyless entry/start/stop. Auto tailgate. Knockdown rear seats. Head unit with Bluetooth and reverse camera and sensors.,,,,,,,,,,,,
MINI Cooper Diesel 1.5A,29800,14850,120000,1496,85,23-Oct-15,0.58,3,25355,12497,"Sports rims,leather seats, multi function steering wheel, Bluetooth, park distance control, USB/AUX, comfort access, reverse camera, keyless start.",MINI,Cooper,2dr Convertible (1.6L 4cyl 6M),2015,Mini Compact Cars,4,Premium Unleaded (Required),Front Wheel Driv,Manual,,2701,13
Nissan Kicks e-POWER Hybrid 1.2A Premium Plus,132800,13990,13000,1198,95,19-Apr-23,9.07,1,24656,11519,"Blind spot monitor, Bluetooth, wired Apple/Android CarPlay, Nappa leather, sports rims, knockdown rear seats, reverse camera, auto LED headlight",,,,,,,,,,,,
Honda Jazz 1.5A RS,52500,15480,50661,1498,96,15-Mar-17,2.97,1,17792,12792,"RS Leather Seats,16"" Sport Rims, Original Touch-screen System With Reverse Camera And Bluetooth",,,,,,,,,,,,
